Mod:Item:MetaData, Localized Name
gregtech:ore_cobalt_0:9, Кобальт (Песчаная руда)
gregtech:ore_cobalt_0:10, Кобальт (Черногранитная руда)
gregtech:ore_cobalt_0:11, Кобальт (Красногранитная руда)
gregtech:ore_cobalt_0:12, Кобальт (Мраморная руда)
gregtech:ore_cobalt_0:13, Кобальт (Базальтовая руда)
gregtech:ore_pyrolusite_0:0, Пиролюзит (Руда)
gregtech:ore_pyrolusite_0:1, Пиролюзит (Руда)
gregtech:ore_pyrolusite_0:2, Пиролюзит (Руда)
gregtech:ore_pyrolusite_0:3, Пиролюзит (Руда)
gregtech:ore_pyrolusite_0:4, Пиролюзит (Гравийная руда)
gregtech:ore_pyrolusite_0:5, Пиролюзит (Руда)
gregtech:ore_pyrolusite_0:6, Пиролюзит (Адскокаменная руда)
gregtech:ore_pyrolusite_0:7, Пиролюзит (Руда камня края)
gregtech:ore_pyrolusite_0:8, Пиролюзит (Песчаная руда)
gregtech:ore_pyrolusite_0:9, Пиролюзит (Песчаная руда)
gregtech:ore_pyrolusite_0:10, Пиролюзит (Черногранитная руда)
gregtech:ore_pyrolusite_0:11, Пиролюзит (Красногранитная руда)
gregtech:ore_pyrolusite_0:12, Пиролюзит (Мраморная руда)
gregtech:ore_pyrolusite_0:13, Пиролюзит (Базальтовая руда)
gregtech:ore_lapis_0:0, Лазурит (Руда)
gregtech:ore_lapis_0:1, Лазурит (Руда)
gregtech:ore_lapis_0:2, Лазурит (Руда)
gregtech:ore_lapis_0:3, Лазурит (Руда)
gregtech:ore_lapis_0:4, Лазурит (Гравийная руда)
gregtech:ore_lapis_0:5, Лазурит (Руда)
gregtech:ore_lapis_0:6, Лазурит (Адскокаменная руда)
gregtech:ore_lapis_0:7, Лазурит (Руда камня края)
gregtech:ore_lapis_0:8, Лазурит (Песчаная руда)
gregtech:ore_lapis_0:9, Лазурит (Песчаная руда)
gregtech:ore_lapis_0:10, Лазурит (Черногранитная руда)
gregtech:ore_lapis_0:11, Лазурит (Красногранитная руда)
gregtech:ore_lapis_0:12, Лазурит (Мраморная руда)
gregtech:ore_lapis_0:13, Лазурит (Базальтовая руда)
gregtech:ore_chalcopyrite_0:0, Халькопирит (Руда)
gregtech:ore_chalcopyrite_0:1, Халькопирит (Руда)
gregtech:ore_chalcopyrite_0:2, Халькопирит (Руда)
gregtech:ore_chalcopyrite_0:3, Халькопирит (Руда)
gregtech:ore_chalcopyrite_0:4, Халькопирит (Гравийная руда)
gregtech:ore_chalcopyrite_0:5, Халькопирит (Руда)
gregtech:ore_chalcopyrite_0:6, Халькопирит (Адскокаменная руда)
gregtech:ore_chalcopyrite_0:7, Халькопирит (Руда камня края)
gregtech:ore_chalcopyrite_0:8, Халькопирит (Песчаная руда)
gregtech:ore_chalcopyrite_0:9, Халькопирит (Песчаная руда)
gregtech:ore_chalcopyrite_0:10, Халькопирит (Черногранитная руда)
gregtech:ore_chalcopyrite_0:11, Халькопирит (Красногранитная руда)
gregtech:ore_chalcopyrite_0:12, Халькопирит (Мраморная руда)
gregtech:ore_chalcopyrite_0:13, Халькопирит (Базальтовая руда)
gregtech:ore_talc_0:0, Тальк (Руда)
gregtech:ore_talc_0:1, Тальк (Руда)
gregtech:ore_talc_0:2, Тальк (Руда)
gregtech:ore_talc_0:3, Тальк (Руда)
gregtech:ore_talc_0:4, Тальк (Гравийная руда)
gregtech:ore_talc_0:5, Тальк (Руда)
gregtech:ore_talc_0:6, Тальк (Адскокаменная руда)
gregtech:ore_talc_0:7, Тальк (Руда камня края)
gregtech:ore_talc_0:8, Тальк (Песчаная руда)
gregtech:ore_talc_0:9, Тальк (Песчаная руда)
gregtech:ore_talc_0:10, Тальк (Черногранитная руда)
gregtech:ore_talc_0:11, Тальк (Красногранитная руда)
gregtech:ore_talc_0:12, Тальк (Мраморная руда)
gregtech:ore_talc_0:13, Тальк (Базальтовая руда)
gregtech:ore_vermiculite_0:0, Вермикулит (Руда)
gregtech:ore_vermiculite_0:1, Вермикулит (Руда)
gregtech:ore_vermiculite_0:2, Вермикулит (Руда)
gregtech:ore_vermiculite_0:3, Вермикулит (Руда)
gregtech:ore_vermiculite_0:4, Вермикулит (Гравийная руда)
gregtech:ore_vermiculite_0:5, Вермикулит (Руда)
gregtech:ore_vermiculite_0:6, Вермикулит (Адскокаменная руда)
gregtech:ore_vermiculite_0:7, Вермикулит (Руда камня края)
gregtech:ore_vermiculite_0:8, Вермикулит (Песчаная руда)
gregtech:ore_vermiculite_0:9, Вермикулит (Песчаная руда)
gregtech:ore_vermiculite_0:10, Вермикулит (Черногранитная руда)
gregtech:ore_vermiculite_0:11, Вермикулит (Красногранитная руда)
gregtech:ore_vermiculite_0:12, Вермикулит (Мраморная руда)
gregtech:ore_vermiculite_0:13, Вермикулит (Базальтовая руда)
gregtech:ore_phosphor_0:0, Люминофор (Руда)
gregtech:ore_phosphor_0:1, Люминофор (Руда)
gregtech:ore_phosphor_0:2, Люминофор (Руда)
gregtech:ore_phosphor_0:3, Люминофор (Руда)
gregtech:ore_phosphor_0:4, Люминофор (Гравийная руда)
gregtech:ore_phosphor_0:5, Люминофор (Руда)
gregtech:ore_phosphor_0:6, Люминофор (Адскокаменная руда)
gregtech:ore_phosphor_0:7, Люминофор (Руда камня края)
gregtech:ore_phosphor_0:8, Люминофор (Песчаная руда)
gregtech:ore_phosphor_0:9, Люминофор (Песчаная руда)
gregtech:ore_phosphor_0:10, Люминофор (Черногранитная руда)
gregtech:ore_phosphor_0:11, Люминофор (Красногранитная руда)
gregtech:ore_phosphor_0:12, Люминофор (Мраморная руда)
gregtech:ore_phosphor_0:13, Люминофор (Базальтовая руда)
gregtech:ore_cooperite_0:0, Шелдонит (Руда)
gregtech:ore_cooperite_0:1, Шелдонит (Руда)
gregtech:ore_cooperite_0:2, Шелдонит (Руда)
gregtech:ore_cooperite_0:3, Шелдонит (Руда)
gregtech:ore_cooperite_0:4, Шелдонит (Гравийная руда)
gregtech:ore_cooperite_0:5, Шелдонит (Руда)
gregtech:ore_cooperite_0:6, Шелдонит (Адскокаменная руда)
gregtech:ore_cooperite_0:7, Шелдонит (Руда камня края)
gregtech:ore_cooperite_0:8, Шелдонит (Песчаная руда)
gregtech:ore_cooperite_0:9, Шелдонит (Песчаная руда)
gregtech:ore_cooperite_0:10, Шелдонит (Черногранитная руда)
gregtech:ore_cooperite_0:11, Шелдонит (Красногранитная руда)
gregtech:ore_cooperite_0:12, Шелдонит (Мраморная руда)
gregtech:ore_cooperite_0:13, Шелдонит (Базальтовая руда)
gregtech:ore_grossular_0:0, Гроссуляр (Руда)
gregtech:ore_grossular_0:1, Гроссуляр (Руда)
gregtech:ore_grossular_0:2, Гроссуляр (Руда)
gregtech:ore_grossular_0:3, Гроссуляр (Руда)
gregtech:ore_grossular_0:4, Гроссуляр (Гравийная руда)
gregtech:ore_grossular_0:5, Гроссуляр (Руда)
gregtech:ore_grossular_0:6, Гроссуляр (Адскокаменная руда)
gregtech:ore_grossular_0:7, Гроссуляр (Руда камня края)
gregtech:ore_grossular_0:8, Гроссуляр (Песчаная руда)
gregtech:ore_grossular_0:9, Гроссуляр (Песчаная руда)
gregtech:ore_grossular_0:10, Гроссуляр (Черногранитная руда)
gregtech:ore_grossular_0:11, Гроссуляр (Красногранитная руда)
gregtech:ore_grossular_0:12, Гроссуляр (Мраморная руда)
gregtech:ore_grossular_0:13, Гроссуляр (Базальтовая руда)
gregtech:ore_banded_iron_0:0, Кованое железо (Руда)
gregtech:ore_banded_iron_0:1, Кованое железо (Руда)
gregtech:ore_banded_iron_0:2, Кованое железо (Руда)
gregtech:ore_banded_iron_0:3, Кованое железо (Руда)
gregtech:ore_banded_iron_0:4, Кованое железо (Гравийная руда)
gregtech:ore_banded_iron_0:5, Кованое железо (Руда)
gregtech:ore_banded_iron_0:6, Кованое железо (Адскокаменная руда)
gregtech:ore_banded_iron_0:7, Кованое железо (Руда камня края)
gregtech:ore_banded_iron_0:8, Кованое железо (Песчаная руда)
gregtech:ore_banded_iron_0:9, Кованое железо (Песчаная руда)
gregtech:ore_banded_iron_0:10, Кованое железо (Черногранитная руда)
gregtech:ore_banded_iron_0:11, Кованое железо (Красногранитная руда)
gregtech:ore_banded_iron_0:12, Кованое железо (Мраморная руда)
gregtech:ore_banded_iron_0:13, Кованое железо (Базальтовая руда)
gregtech:ore_tin_0:0, Олово (Руда)
gregtech:ore_tin_0:1, Олово (Руда)
gregtech:ore_tin_0:2, Олово (Руда)
gregtech:ore_tin_0:3, Олово (Руда)
gregtech:ore_tin_0:4, Олово (Гравийная руда)
gregtech:ore_tin_0:5, Олово (Руда)
gregtech:ore_tin_0:6, Олово (Адскокаменная руда)
gregtech:ore_tin_0:7, Олово (Руда камня края)
gregtech:ore_tin_0:8, Олово (Песчаная руда)
gregtech:ore_tin_0:9, Олово (Песчаная руда)
gregtech:ore_tin_0:10, Олово (Черногранитная руда)
gregtech:ore_tin_0:11, Олово (Красногранитная руда)
gregtech:ore_tin_0:12, Олово (Мраморная руда)
gregtech:ore_tin_0:13, Олово (Базальтовая руда)
gregtech:ore_osmium_0:0, Осмий (Руда)
gregtech:ore_osmium_0:1, Осмий (Руда)
gregtech:ore_osmium_0:2, Осмий (Руда)
gregtech:ore_osmium_0:3, Осмий (Руда)
gregtech:ore_osmium_0:4, Осмий (Гравийная руда)
gregtech:ore_osmium_0:5, Осмий (Руда)
gregtech:ore_osmium_0:6, Осмий (Адскокаменная руда)
gregtech:ore_osmium_0:7, Осмий (Руда камня края)
gregtech:ore_osmium_0:8, Осмий (Песчаная руда)
gregtech:ore_osmium_0:9, Осмий (Песчаная руда)
gregtech:ore_osmium_0:10, Осмий (Черногранитная руда)
gregtech:ore_osmium_0:11, Осмий (Красногранитная руда)
gregtech:ore_osmium_0:12, Осмий (Мраморная руда)
gregtech:ore_osmium_0:13, Осмий (Базальтовая руда)
gregtech:ore_vanadium_magnetite_0:0, Ванадий магнетит (Руда)
gregtech:ore_vanadium_magnetite_0:1, Ванадий магнетит (Руда)
gregtech:ore_vanadium_magnetite_0:2, Ванадий магнетит (Руда)
gregtech:ore_vanadium_magnetite_0:3, Ванадий магнетит (Руда)
gregtech:ore_vanadium_magnetite_0:4, Ванадий магнетит (Гравийная руда)
gregtech:ore_vanadium_magnetite_0:5, Ванадий магнетит (Руда)
gregtech:ore_vanadium_magnetite_0:6, Ванадий магнетит (Адскокаменная руда)
gregtech:ore_vanadium_magnetite_0:7, Ванадий магнетит (Руда камня края)
gregtech:ore_vanadium_magnetite_0:8, Ванадий магнетит (Песчаная руда)
gregtech:ore_vanadium_magnetite_0:9, Ванадий магнетит (Песчаная руда)
gregtech:ore_vanadium_magnetite_0:10, Ванадий магнетит (Черногранитная руда)
gregtech:ore_vanadium_magnetite_0:11, Ванадий магнетит (Красногранитная руда)
gregtech:ore_vanadium_magnetite_0:12, Ванадий магнетит (Мраморная руда)
gregtech:ore_vanadium_magnetite_0:13, Ванадий магнетит (Базальтовая руда)
gregtech:ore_lithium_0:0, Литий (Руда)
gregtech:ore_lithium_0:1, Литий (Руда)
gregtech:ore_lithium_0:2, Литий (Руда)
gregtech:ore_lithium_0:3, Литий (Руда)
gregtech:ore_lithium_0:4, Литий (Гравийная руда)
gregtech:ore_lithium_0:5, Литий (Руда)
gregtech:ore_lithium_0:6, Литий (Адскокаменная руда)
gregtech:ore_lithium_0:7, Литий (Руда камня края)
gregtech:ore_lithium_0:8, Литий (Песчаная руда)
gregtech:ore_lithium_0:9, Литий (Песчаная руда)
gregtech:ore_lithium_0:10, Литий (Черногранитная руда)
gregtech:ore_lithium_0:11, Литий (Красногранитная руда)
gregtech:ore_lithium_0:12, Литий (Мраморная руда)
gregtech:ore_lithium_0:13, Литий (Базальтовая руда)
gregtech:ore_topaz_0:0, Топаз (Руда)
gregtech:ore_topaz_0:1, Топаз (Руда)
gregtech:ore_topaz_0:2, Топаз (Руда)
gregtech:ore_topaz_0:3, Топаз (Руда)
gregtech:ore_topaz_0:4, Топаз (Гравийная руда)
gregtech:ore_topaz_0:5, Топаз (Руда)
gregtech:ore_topaz_0:6, Топаз (Адскокаменная руда)
gregtech:ore_topaz_0:7, Топаз (Руда камня края)
gregtech:ore_topaz_0:8, Топаз (Песчаная руда)
gregtech:ore_topaz_0:9, Топаз (Песчаная руда)
gregtech:ore_topaz_0:10, Топаз (Черногранитная руда)
gregtech:ore_topaz_0:11, Топаз (Красногранитная руда)
gregtech:ore_topaz_0:12, Топаз (Мраморная руда)
gregtech:ore_topaz_0:13, Топаз (Базальтовая руда)
gregtech:ore_spodumene_0:0, Сподумен (Руда)
gregtech:ore_spodumene_0:1, Сподумен (Руда)
gregtech:ore_spodumene_0:2, Сподумен (Руда)
gregtech:ore_spodumene_0:3, Сподумен (Руда)
gregtech:ore_spodumene_0:4, Сподумен (Гравийная руда)
gregtech:ore_spodumene_0:5, Сподумен (Руда)
gregtech:ore_spodumene_0:6, Сподумен (Адскокаменная руда)
gregtech:ore_spodumene_0:7, Сподумен (Руда камня края)
gregtech:ore_spodumene_0:8, Сподумен (Песчаная руда)
gregtech:ore_spodumene_0:9, Сподумен (Песчаная руда)
gregtech:ore_spodumene_0:10, Сподумен (Черногранитная руда)
gregtech:ore_spodumene_0:11, Сподумен (Красногранитная руда)
gregtech:ore_spodumene_0:12, Сподумен (Мраморная руда)
gregtech:ore_spodumene_0:13, Сподумен (Базальтовая руда)
gregtech:ore_coal_0:0, Уголь (Руда)
gregtech:ore_coal_0:1, Уголь (Руда)
gregtech:ore_coal_0:2, Уголь (Руда)
gregtech:ore_coal_0:3, Уголь (Руда)
gregtech:ore_coal_0:4, Уголь (Гравийная руда)
gregtech:ore_coal_0:5, Уголь (Руда)
gregtech:ore_coal_0:6, Уголь (Адскокаменная руда)
gregtech:ore_coal_0:7, Уголь (Руда камня края)
gregtech:ore_coal_0:8, Уголь (Песчаная руда)
gregtech:ore_coal_0:9, Уголь (Песчаная руда)
gregtech:ore_coal_0:10, Уголь (Черногранитная руда)
gregtech:ore_coal_0:11, Уголь (Красногранитная руда)
gregtech:ore_coal_0:12, Уголь (Мраморная руда)
gregtech:ore_coal_0:13, Уголь (Базальтовая руда)
gregtech:ore_kyanite_0:0, Ционит (Руда)
gregtech:ore_kyanite_0:1, Ционит (Руда)
gregtech:ore_kyanite_0:2, Ционит (Руда)
gregtech:ore_kyanite_0:3, Ционит (Руда)
gregtech:ore_kyanite_0:4, Ционит (Гравийная руда)
gregtech:ore_kyanite_0:5, Ционит (Руда)
gregtech:ore_kyanite_0:6, Ционит (Адскокаменная руда)
gregtech:ore_kyanite_0:7, Ционит (Руда камня края)
gregtech:ore_kyanite_0:8, Ционит (Песчаная руда)
gregtech:ore_kyanite_0:9, Ционит (Песчаная руда)
gregtech:ore_kyanite_0:10, Ционит (Черногранитная руда)
gregtech:ore_kyanite_0:11, Ционит (Красногранитная руда)
gregtech:ore_kyanite_0:12, Ционит (Мраморная руда)
gregtech:ore_kyanite_0:13, Ционит (Базальтовая руда)
gregtech:ore_oilsands_0:0, Нефтеносный песок (Руда)
gregtech:ore_oilsands_0:1, Нефтеносный песок (Руда)
gregtech:ore_oilsands_0:2, Нефтеносный песок (Руда)
gregtech:ore_oilsands_0:3, Нефтеносный песок (Руда)
gregtech:ore_oilsands_0:4, Нефтеносный песок (Гравийная руда)
gregtech:ore_oilsands_0:5, Нефтеносный песок (Руда)
gregtech:ore_oilsands_0:6, Нефтеносный песок (Адскокаменная руда)
gregtech:ore_oilsands_0:7, Нефтеносный песок (Руда камня края)
gregtech:ore_oilsands_0:8, Нефтеносный песок (Песчаная руда)
gregtech:ore_oilsands_0:9, Нефтеносный песок (Песчаная руда)
gregtech:ore_oilsands_0:10, Нефтеносный песок (Черногранитная руда)
gregtech:ore_oilsands_0:11, Нефтеносный песок (Красногранитная руда)
gregtech:ore_oilsands_0:12, Нефтеносный песок (Мраморная руда)
gregtech:ore_oilsands_0:13, Нефтеносный песок (Базальтовая руда)
gregtech:ore_garnet_red_0:0, Красный гранат (Руда)
gregtech:ore_garnet_red_0:1, Красный гранат (Руда)
gregtech:ore_garnet_red_0:2, Красный гранат (Руда)
gregtech:ore_garnet_red_0:3, Красный гранат (Руда)
gregtech:ore_garnet_red_0:4, Красный гранат (Гравийная руда)
gregtech:ore_garnet_red_0:5, Красный гранат (Руда)
gregtech:ore_garnet_red_0:6, Красный гранат (Адскокаменная руда)
gregtech:ore_garnet_red_0:7, Красный гранат (Руда камня края)
gregtech:ore_garnet_red_0:8, Красный гранат (Песчаная руда)
gregtech:ore_garnet_red_0:9, Красный гранат (Песчаная руда)
gregtech:ore_garnet_red_0:10, Красный гранат (Черногранитная руда)
gregtech:ore_garnet_red_0:11, Красный гранат (Красногранитная руда)
gregtech:ore_garnet_red_0:12, Красный гранат (Мраморная руда)
gregtech:ore_garnet_red_0:13, Красный гранат (Базальтовая руда)
gregtech:ore_bentonite_0:0, Бентонит (Руда)
gregtech:ore_bentonite_0:1, Бентонит (Руда)
gregtech:ore_bentonite_0:2, Бентонит (Руда)
gregtech:ore_bentonite_0:3, Бентонит (Руда)
gregtech:ore_bentonite_0:4, Бентонит (Гравийная руда)
gregtech:ore_bentonite_0:5, Бентонит (Руда)
gregtech:ore_bentonite_0:6, Бентонит (Адскокаменная руда)
gregtech:ore_bentonite_0:7, Бентонит (Руда камня края)
gregtech:ore_bentonite_0:8, Бентонит (Песчаная руда)
gregtech:ore_bentonite_0:9, Бентонит (Песчаная руда)
gregtech:ore_bentonite_0:10, Бентонит (Черногранитная руда)
gregtech:ore_bentonite_0:11, Бентонит (Красногранитная руда)
gregtech:ore_bentonite_0:12, Бентонит (Мраморная руда)
gregtech:ore_bentonite_0:13, Бентонит (Базальтовая руда)
gregtech:ore_glauconite_0:0, Глауконит (Руда)
gregtech:ore_glauconite_0:1, Глауконит (Руда)
gregtech:ore_glauconite_0:2, Глауконит (Руда)
gregtech:ore_glauconite_0:3, Глауконит (Руда)
gregtech:ore_glauconite_0:4, Глауконит (Гравийная руда)
gregtech:ore_glauconite_0:5, Глауконит (Руда)
gregtech:ore_glauconite_0:6, Глауконит (Адскокаменная руда)
gregtech:ore_glauconite_0:7, Глауконит (Руда камня края)
gregtech:ore_glauconite_0:8, Глауконит (Песчаная руда)
gregtech:ore_glauconite_0:9, Глауконит (Песчаная руда)
gregtech:ore_glauconite_0:10, Глауконит (Черногранитная руда)
gregtech:ore_glauconite_0:11, Глауконит (Красногранитная руда)
gregtech:ore_glauconite_0:12, Глауконит (Мраморная руда)
gregtech:ore_glauconite_0:13, Глауконит (Базальтовая руда)
gregtech:ore_vinteum_0:0, Винтеум (Руда)
gregtech:ore_vinteum_0:1, Винтеум (Руда)
gregtech:ore_vinteum_0:2, Винтеум (Руда)
gregtech:ore_vinteum_0:3, Винтеум (Руда)
gregtech:ore_vinteum_0:4, Винтеум (Гравийная руда)
gregtech:ore_vinteum_0:5, Винтеум (Руда)
gregtech:ore_vinteum_0:6, Винтеум (Адскокаменная руда)
gregtech:ore_vinteum_0:7, Винтеум (Руда камня края)
gregtech:ore_vinteum_0:8, Винтеум (Песчаная руда)
gregtech:ore_vinteum_0:9, Винтеум (Песчаная руда)
gregtech:ore_vinteum_0:10, Винтеум (Черногранитная руда)
gregtech:ore_vinteum_0:11, Винтеум (Красногранитная руда)
gregtech:ore_vinteum_0:12, Винтеум (Мраморная руда)
gregtech:ore_vinteum_0:13, Винтеум (Базальтовая руда)
gregtech:ore_pollucite_0:0, Поллуцит (Руда)
gregtech:ore_pollucite_0:1, Поллуцит (Руда)
gregtech:ore_pollucite_0:2, Поллуцит (Руда)
gregtech:ore_pollucite_0:3, Поллуцит (Руда)
gregtech:ore_pollucite_0:4, Поллуцит (Гравийная руда)
gregtech:ore_pollucite_0:5, Поллуцит (Руда)
gregtech:ore_pollucite_0:6, Поллуцит (Адскокаменная руда)
gregtech:ore_pollucite_0:7, Поллуцит (Руда камня края)
gregtech:ore_pollucite_0:8, Поллуцит (Песчаная руда)
gregtech:ore_pollucite_0:9, Поллуцит (Песчаная руда)
gregtech:ore_pollucite_0:10, Поллуцит (Черногранитная руда)
gregtech:ore_pollucite_0:11, Поллуцит (Красногранитная руда)
gregtech:ore_pollucite_0:12, Поллуцит (Мраморная руда)
gregtech:ore_pollucite_0:13, Поллуцит (Базальтовая руда)
gregtech:ore_chalcocite_0:0, Халькозин (Руда)
gregtech:ore_chalcocite_0:1, Халькозин (Руда)
gregtech:ore_chalcocite_0:2, Халькозин (Руда)
gregtech:ore_chalcocite_0:3, Халькозин (Руда)
gregtech:ore_chalcocite_0:4, Халькозин (Гравийная руда)
gregtech:ore_chalcocite_0:5, Халькозин (Руда)
gregtech:ore_chalcocite_0:6, Халькозин (Адскокаменная руда)
gregtech:ore_chalcocite_0:7, Халькозин (Руда камня края)
gregtech:ore_chalcocite_0:8, Халькозин (Песчаная руда)
gregtech:ore_chalcocite_0:9, Халькозин (Песчаная руда)
gregtech:ore_chalcocite_0:10, Халькозин (Черногранитная руда)
gregtech:ore_chalcocite_0:11, Халькозин (Красногранитная руда)
gregtech:ore_chalcocite_0:12, Халькозин (Мраморная руда)
gregtech:ore_chalcocite_0:13, Халькозин (Базальтовая руда)
gregtech:ore_diamond_0:0, Алмаз (Руда)
gregtech:ore_diamond_0:1, Алмаз (Руда)
gregtech:ore_diamond_0:2, Алмаз (Руда)
gregtech:ore_diamond_0:3, Алмаз (Руда)
gregtech:ore_diamond_0:4, Алмаз (Гравийная руда)
gregtech:ore_diamond_0:5, Алмаз (Руда)
gregtech:ore_diamond_0:6, Алмаз (Адскокаменная руда)
gregtech:ore_diamond_0:7, Алмаз (Руда камня края)
gregtech:ore_diamond_0:8, Алмаз (Песчаная руда)
gregtech:ore_diamond_0:9, Алмаз (Песчаная руда)
gregtech:ore_diamond_0:10, Алмаз (Черногранитная руда)
gregtech:ore_diamond_0:11, Алмаз (Красногранитная руда)
gregtech:ore_diamond_0:12, Алмаз (Мраморная руда)
gregtech:ore_diamond_0:13, Алмаз (Базальтовая руда)
gregtech:ore_garnet_yellow_0:0, Желтый гранат (Руда)
gregtech:ore_garnet_yellow_0:1, Желтый гранат (Руда)
gregtech:ore_garnet_yellow_0:2, Желтый гранат (Руда)
gregtech:ore_garnet_yellow_0:3, Желтый гранат (Руда)
gregtech:ore_garnet_yellow_0:4, Желтый гранат (Гравийная руда)
gregtech:ore_garnet_yellow_0:5, Желтый гранат (Руда)
gregtech:ore_garnet_yellow_0:6, Желтый гранат (Адскокаменная руда)
gregtech:ore_garnet_yellow_0:7, Желтый гранат (Руда камня края)
gregtech:ore_garnet_yellow_0:8, Желтый гранат (Песчаная руда)
gregtech:ore_garnet_yellow_0:9, Желтый гранат (Песчаная руда)
gregtech:ore_garnet_yellow_0:10, Желтый гранат (Черногранитная руда)
gregtech:ore_garnet_yellow_0:11, Желтый гранат (Красногранитная руда)
gregtech:ore_garnet_yellow_0:12, Желтый гранат (Мраморная руда)
gregtech:ore_garnet_yellow_0:13, Желтый гранат (Базальтовая руда)
gregtech:ore_uranium_0:0, Уран-238 (Руда)
gregtech:ore_uranium_0:1, Уран-238 (Руда)
gregtech:ore_uranium_0:2, Уран-238 (Руда)
gregtech:ore_uranium_0:3, Уран-238 (Руда)
gregtech:ore_uranium_0:4, Уран-238 (Гравийная руда)
gregtech:ore_uranium_0:5, Уран-238 (Руда)
gregtech:ore_uranium_0:6, Уран-238 (Адскокаменная руда)
gregtech:ore_uranium_0:7, Уран-238 (Руда камня края)
gregtech:ore_uranium_0:8, Уран-238 (Песчаная руда)
gregtech:ore_uranium_0:9, Уран-238 (Песчаная руда)
gregtech:ore_uranium_0:10, Уран-238 (Черногранитная руда)
gregtech:ore_uranium_0:11, Уран-238 (Красногранитная руда)
gregtech:ore_uranium_0:12, Уран-238 (Мраморная руда)
gregtech:ore_uranium_0:13, Уран-238 (Базальтовая руда)
gregtech:ore_jasper_0:0, Джаспер (Руда)
gregtech:ore_jasper_0:1, Джаспер (Руда)
gregtech:ore_jasper_0:2, Джаспер (Руда)
gregtech:ore_jasper_0:3, Джаспер (Руда)
gregtech:ore_jasper_0:4, Джаспер (Гравийная руда)
gregtech:ore_jasper_0:5, Джаспер (Руда)
gregtech:ore_jasper_0:6, Джаспер (Адскокаменная руда)
gregtech:ore_jasper_0:7, Джаспер (Руда камня края)
gregtech:ore_jasper_0:8, Джаспер (Песчаная руда)
gregtech:ore_jasper_0:9, Джаспер (Песчаная руда)
gregtech:ore_jasper_0:10, Джаспер (Черногранитная руда)
gregtech:ore_jasper_0:11, Джаспер (Красногранитная руда)
gregtech:ore_jasper_0:12, Джаспер (Мраморная руда)
gregtech:ore_jasper_0:13, Джаспер (Базальтовая руда)
gregtech:ore_lead_0:0, Свинец (Руда)
gregtech:ore_lead_0:1, Свинец (Руда)
gregtech:ore_lead_0:2, Свинец (Руда)
gregtech:ore_lead_0:3, Свинец (Руда)
gregtech:ore_lead_0:4, Свинец (Гравийная руда)
gregtech:ore_lead_0:5, Свинец (Руда)
gregtech:ore_lead_0:6, Свинец (Адскокаменная руда)
gregtech:ore_lead_0:7, Свинец (Руда камня края)
gregtech:ore_lead_0:8, Свинец (Песчаная руда)
gregtech:ore_lead_0:9, Свинец (Песчаная руда)
gregtech:ore_lead_0:10, Свинец (Черногранитная руда)
gregtech:ore_lead_0:11, Свинец (Красногранитная руда)
gregtech:ore_lead_0:12, Свинец (Мраморная руда)
gregtech:ore_lead_0:13, Свинец (Базальтовая руда)
gregtech:ore_bastnasite_0:0, Бастназит (Руда)
gregtech:ore_bastnasite_0:1, Бастназит (Руда)
gregtech:ore_bastnasite_0:2, Бастназит (Руда)
gregtech:ore_bastnasite_0:3, Бастназит (Руда)
gregtech:ore_bastnasite_0:4, Бастназит (Гравийная руда)
gregtech:ore_bastnasite_0:5, Бастназит (Руда)
gregtech:ore_bastnasite_0:6, Бастназит (Адскокаменная руда)
gregtech:ore_bastnasite_0:7, Бастназит (Руда камня края)
gregtech:ore_bastnasite_0:8, Бастназит (Песчаная руда)
gregtech:ore_bastnasite_0:9, Бастназит (Песчаная руда)
gregtech:ore_bastnasite_0:10, Бастназит (Черногранитная руда)
gregtech:ore_bastnasite_0:11, Бастназит (Красногранитная руда)
gregtech:ore_bastnasite_0:12, Бастназит (Мраморная руда)
gregtech:ore_bastnasite_0:13, Бастназит (Базальтовая руда)
gregtech:ore_rutile_0:0, Рутил (Руда)
gregtech:ore_rutile_0:1, Рутил (Руда)
gregtech:ore_rutile_0:2, Рутил (Руда)
gregtech:ore_rutile_0:3, Рутил (Руда)
gregtech:ore_rutile_0:4, Рутил (Гравийная руда)
gregtech:ore_rutile_0:5, Рутил (Руда)
gregtech:ore_rutile_0:6, Рутил (Адскокаменная руда)
gregtech:ore_rutile_0:7, Рутил (Руда камня края)
gregtech:ore_rutile_0:8, Рутил (Песчаная руда)
gregtech:ore_rutile_0:9, Рутил (Песчаная руда)
gregtech:ore_rutile_0:10, Рутил (Черногранитная руда)
gregtech:ore_rutile_0:11, Рутил (Красногранитная руда)
gregtech:ore_rutile_0:12, Рутил (Мраморная руда)
gregtech:ore_rutile_0:13, Рутил (Базальтовая руда)
gregtech:ore_glauconite_sand_0:0, Глауконитовый песок (Руда)
gregtech:ore_glauconite_sand_0:1, Глауконитовый песок (Руда)
gregtech:ore_glauconite_sand_0:2, Глауконитовый песок (Руда)
gregtech:ore_glauconite_sand_0:3, Глауконитовый песок (Руда)
gregtech:ore_glauconite_sand_0:4, Глауконитовый песок (Гравийная руда)
gregtech:ore_glauconite_sand_0:5, Глауконитовый песок (Руда)
gregtech:ore_glauconite_sand_0:6, Глауконитовый песок (Адскокаменная руда)
