Mod:Item:MetaData, Localized Name
gregtech:frame_neutronium:4, Neutronium Frame
gregtech:frame_neutronium:5, Neutronium Frame
gregtech:frame_neutronium:6, Neutronium Frame
gregtech:frame_neutronium:7, Neutronium Frame
gregtech:frame_neutronium:8, Neutronium Frame
gregtech:frame_neutronium:9, Neutronium Frame
gregtech:frame_neutronium:10, Neutronium Frame
gregtech:frame_neutronium:11, Neutronium Frame
gregtech:frame_neutronium:12, Neutronium Frame
gregtech:frame_neutronium:13, Neutronium Frame
gregtech:frame_neutronium:14, Neutronium Frame
gregtech:frame_neutronium:15, Neutronium Frame
gregtech:ore_lignite_0:0, Lignite Coal Ore
gregtech:ore_lignite_0:1, Lignite Coal Ore
gregtech:ore_lignite_0:2, Lignite Coal Ore
gregtech:ore_lignite_0:3, Lignite Coal Ore
gregtech:ore_lignite_0:4, Gravel Lignite Coal Ore
gregtech:ore_lignite_0:5, Lignite Coal Ore
gregtech:ore_lignite_0:6, Nether Lignite Coal Ore
gregtech:ore_lignite_0:7, End Lignite Coal Ore
gregtech:ore_lignite_0:8, Sand Lignite Coal Ore
gregtech:ore_lignite_0:9, Sand Lignite Coal Ore
gregtech:ore_lignite_0:10, Granite Lignite Coal Ore
gregtech:ore_lignite_0:11, Granite Lignite Coal Ore
gregtech:ore_lignite_0:12, Marble Lignite Coal Ore
gregtech:ore_lignite_0:13, Basalt Lignite Coal Ore
gregtech:ore_chalcopyrite_0:0, Chalcopyrite Ore
gregtech:ore_chalcopyrite_0:1, Chalcopyrite Ore
gregtech:ore_chalcopyrite_0:2, Chalcopyrite Ore
gregtech:ore_chalcopyrite_0:3, Chalcopyrite Ore
gregtech:ore_chalcopyrite_0:4, Gravel Chalcopyrite Ore
gregtech:ore_chalcopyrite_0:5, Chalcopyrite Ore
gregtech:ore_chalcopyrite_0:6, Nether Chalcopyrite Ore
gregtech:ore_chalcopyrite_0:7, End Chalcopyrite Ore
gregtech:ore_chalcopyrite_0:8, Sand Chalcopyrite Ore
gregtech:ore_chalcopyrite_0:9, Sand Chalcopyrite Ore
gregtech:ore_chalcopyrite_0:10, Granite Chalcopyrite Ore
gregtech:ore_chalcopyrite_0:11, Granite Chalcopyrite Ore
gregtech:ore_chalcopyrite_0:12, Marble Chalcopyrite Ore
gregtech:ore_chalcopyrite_0:13, Basalt Chalcopyrite Ore
gregtech:ore_monazite_0:0, Monazite Ore
gregtech:ore_monazite_0:1, Monazite Ore
gregtech:ore_monazite_0:2, Monazite Ore
gregtech:ore_monazite_0:3, Monazite Ore
gregtech:ore_monazite_0:4, Gravel Monazite Ore
gregtech:ore_monazite_0:5, Monazite Ore
gregtech:ore_monazite_0:6, Nether Monazite Ore
gregtech:ore_monazite_0:7, End Monazite Ore
gregtech:ore_monazite_0:8, Sand Monazite Ore
gregtech:ore_monazite_0:9, Sand Monazite Ore
gregtech:ore_monazite_0:10, Granite Monazite Ore
gregtech:ore_monazite_0:11, Granite Monazite Ore
gregtech:ore_monazite_0:12, Marble Monazite Ore
gregtech:ore_monazite_0:13, Basalt Monazite Ore
gregtech:ore_rock_salt_0:0, Rock Salt Ore
gregtech:ore_rock_salt_0:1, Rock Salt Ore
gregtech:ore_rock_salt_0:2, Rock Salt Ore
gregtech:ore_rock_salt_0:3, Rock Salt Ore
gregtech:ore_rock_salt_0:4, Gravel Rock Salt Ore
gregtech:ore_rock_salt_0:5, Rock Salt Ore
gregtech:ore_rock_salt_0:6, Nether Rock Salt Ore
gregtech:ore_rock_salt_0:7, End Rock Salt Ore
gregtech:ore_rock_salt_0:8, Sand Rock Salt Ore
gregtech:ore_rock_salt_0:9, Sand Rock Salt Ore
gregtech:ore_rock_salt_0:10, Granite Rock Salt Ore
gregtech:ore_rock_salt_0:11, Granite Rock Salt Ore
gregtech:ore_rock_salt_0:12, Marble Rock Salt Ore
gregtech:ore_rock_salt_0:13, Basalt Rock Salt Ore
gregtech:ore_molybdenum_0:0, Molybdenum Ore
gregtech:ore_molybdenum_0:1, Molybdenum Ore
gregtech:ore_molybdenum_0:2, Molybdenum Ore
gregtech:ore_molybdenum_0:3, Molybdenum Ore
gregtech:ore_molybdenum_0:4, Gravel Molybdenum Ore
gregtech:ore_molybdenum_0:5, Molybdenum Ore
gregtech:ore_molybdenum_0:6, Nether Molybdenum Ore
gregtech:ore_molybdenum_0:7, End Molybdenum Ore
gregtech:ore_molybdenum_0:8, Sand Molybdenum Ore
gregtech:ore_molybdenum_0:9, Sand Molybdenum Ore
gregtech:ore_molybdenum_0:10, Granite Molybdenum Ore
gregtech:ore_molybdenum_0:11, Granite Molybdenum Ore
gregtech:ore_molybdenum_0:12, Marble Molybdenum Ore
gregtech:ore_molybdenum_0:13, Basalt Molybdenum Ore
gregtech:ore_brown_limonite_0:0, Brown Limonite Ore
gregtech:ore_brown_limonite_0:1, Brown Limonite Ore
gregtech:ore_brown_limonite_0:2, Brown Limonite Ore
gregtech:ore_brown_limonite_0:3, Brown Limonite Ore
gregtech:ore_brown_limonite_0:4, Gravel Brown Limonite Ore
gregtech:ore_brown_limonite_0:5, Brown Limonite Ore
gregtech:ore_brown_limonite_0:6, Nether Brown Limonite Ore
gregtech:ore_brown_limonite_0:7, End Brown Limonite Ore
gregtech:ore_brown_limonite_0:8, Sand Brown Limonite Ore
gregtech:ore_brown_limonite_0:9, Sand Brown Limonite Ore
gregtech:ore_brown_limonite_0:10, Granite Brown Limonite Ore
gregtech:ore_brown_limonite_0:11, Granite Brown Limonite Ore
gregtech:ore_brown_limonite_0:12, Marble Brown Limonite Ore
gregtech:ore_brown_limonite_0:13, Basalt Brown Limonite Ore
gregtech:ore_talc_0:0, Talc Ore
gregtech:ore_talc_0:1, Talc Ore
gregtech:ore_talc_0:2, Talc Ore
gregtech:ore_talc_0:3, Talc Ore
gregtech:ore_talc_0:4, Gravel Talc Ore
gregtech:ore_talc_0:5, Talc Ore
gregtech:ore_talc_0:6, Nether Talc Ore
gregtech:ore_talc_0:7, End Talc Ore
gregtech:ore_talc_0:8, Sand Talc Ore
gregtech:ore_talc_0:9, Sand Talc Ore
gregtech:ore_talc_0:10, Granite Talc Ore
gregtech:ore_talc_0:11, Granite Talc Ore
gregtech:ore_talc_0:12, Marble Talc Ore
gregtech:ore_talc_0:13, Basalt Talc Ore
gregtech:ore_wollastonite_0:0, Wollastonite Ore
gregtech:ore_wollastonite_0:1, Wollastonite Ore
gregtech:ore_wollastonite_0:2, Wollastonite Ore
gregtech:ore_wollastonite_0:3, Wollastonite Ore
gregtech:ore_wollastonite_0:4, Gravel Wollastonite Ore
gregtech:ore_wollastonite_0:5, Wollastonite Ore
gregtech:ore_wollastonite_0:6, Nether Wollastonite Ore
gregtech:ore_wollastonite_0:7, End Wollastonite Ore
gregtech:ore_wollastonite_0:8, Sand Wollastonite Ore
gregtech:ore_wollastonite_0:9, Sand Wollastonite Ore
gregtech:ore_wollastonite_0:10, Granite Wollastonite Ore
gregtech:ore_wollastonite_0:11, Granite Wollastonite Ore
gregtech:ore_wollastonite_0:12, Marble Wollastonite Ore
gregtech:ore_wollastonite_0:13, Basalt Wollastonite Ore
gregtech:ore_pitchblende_0:0, Pitchblende Ore
gregtech:ore_pitchblende_0:1, Pitchblende Ore
gregtech:ore_pitchblende_0:2, Pitchblende Ore
gregtech:ore_pitchblende_0:3, Pitchblende Ore
gregtech:ore_pitchblende_0:4, Gravel Pitchblende Ore
gregtech:ore_pitchblende_0:5, Pitchblende Ore
gregtech:ore_pitchblende_0:6, Nether Pitchblende Ore
gregtech:ore_pitchblende_0:7, End Pitchblende Ore
gregtech:ore_pitchblende_0:8, Sand Pitchblende Ore
gregtech:ore_pitchblende_0:9, Sand Pitchblende Ore
gregtech:ore_pitchblende_0:10, Granite Pitchblende Ore
gregtech:ore_pitchblende_0:11, Granite Pitchblende Ore
gregtech:ore_pitchblende_0:12, Marble Pitchblende Ore
gregtech:ore_pitchblende_0:13, Basalt Pitchblende Ore
gregtech:ore_salt_0:0, Salt Ore
gregtech:ore_salt_0:1, Salt Ore
gregtech:ore_salt_0:2, Salt Ore
gregtech:ore_salt_0:3, Salt Ore
gregtech:ore_salt_0:4, Gravel Salt Ore
gregtech:ore_salt_0:5, Salt Ore
gregtech:ore_salt_0:6, Nether Salt Ore
gregtech:ore_salt_0:7, End Salt Ore
gregtech:ore_salt_0:8, Sand Salt Ore
gregtech:ore_salt_0:9, Sand Salt Ore
gregtech:ore_salt_0:10, Granite Salt Ore
gregtech:ore_salt_0:11, Granite Salt Ore
gregtech:ore_salt_0:12, Marble Salt Ore
gregtech:ore_salt_0:13, Basalt Salt Ore
gregtech:ore_electrotine_0:0, Electrotine Ore
gregtech:ore_electrotine_0:1, Electrotine Ore
gregtech:ore_electrotine_0:2, Electrotine Ore
gregtech:ore_electrotine_0:3, Electrotine Ore
gregtech:ore_electrotine_0:4, Gravel Electrotine Ore
gregtech:ore_electrotine_0:5, Electrotine Ore
gregtech:ore_electrotine_0:6, Nether Electrotine Ore
gregtech:ore_electrotine_0:7, End Electrotine Ore
gregtech:ore_electrotine_0:8, Sand Electrotine Ore
gregtech:ore_electrotine_0:9, Sand Electrotine Ore
gregtech:ore_electrotine_0:10, Granite Electrotine Ore
gregtech:ore_electrotine_0:11, Granite Electrotine Ore
gregtech:ore_electrotine_0:12, Marble Electrotine Ore
gregtech:ore_electrotine_0:13, Basalt Electrotine Ore
gregtech:ore_olivine_0:0, Olivine Ore
gregtech:ore_olivine_0:1, Olivine Ore
gregtech:ore_olivine_0:2, Olivine Ore
gregtech:ore_olivine_0:3, Olivine Ore
gregtech:ore_olivine_0:4, Gravel Olivine Ore
gregtech:ore_olivine_0:5, Olivine Ore
gregtech:ore_olivine_0:6, Nether Olivine Ore
gregtech:ore_olivine_0:7, End Olivine Ore
gregtech:ore_olivine_0:8, Sand Olivine Ore
gregtech:ore_olivine_0:9, Sand Olivine Ore
gregtech:ore_olivine_0:10, Granite Olivine Ore
gregtech:ore_olivine_0:11, Granite Olivine Ore
gregtech:ore_olivine_0:12, Marble Olivine Ore
gregtech:ore_olivine_0:13, Basalt Olivine Ore
gregtech:ore_granitic_mineral_sand_0:0, Granitic Mineral Sand Ore
gregtech:ore_granitic_mineral_sand_0:1, Granitic Mineral Sand Ore
gregtech:ore_granitic_mineral_sand_0:2, Granitic Mineral Sand Ore
gregtech:ore_granitic_mineral_sand_0:3, Granitic Mineral Sand Ore
gregtech:ore_granitic_mineral_sand_0:4, Gravel Granitic Mineral Sand Ore
gregtech:ore_granitic_mineral_sand_0:5, Granitic Mineral Sand Ore
gregtech:ore_granitic_mineral_sand_0:6, Nether Granitic Mineral Sand Ore
gregtech:ore_granitic_mineral_sand_0:7, End Granitic Mineral Sand Ore
gregtech:ore_granitic_mineral_sand_0:8, Sand Granitic Mineral Sand Ore
gregtech:ore_granitic_mineral_sand_0:9, Sand Granitic Mineral Sand Ore
gregtech:ore_granitic_mineral_sand_0:10, Granite Granitic Mineral Sand Ore
gregtech:ore_granitic_mineral_sand_0:11, Granite Granitic Mineral Sand Ore
gregtech:ore_granitic_mineral_sand_0:12, Marble Granitic Mineral Sand Ore
gregtech:ore_granitic_mineral_sand_0:13, Basalt Granitic Mineral Sand Ore
gregtech:ore_lithium_0:0, Lithium Ore
gregtech:ore_lithium_0:1, Lithium Ore
gregtech:ore_lithium_0:2, Lithium Ore
gregtech:ore_lithium_0:3, Lithium Ore
gregtech:ore_lithium_0:4, Gravel Lithium Ore
gregtech:ore_lithium_0:5, Lithium Ore
gregtech:ore_lithium_0:6, Nether Lithium Ore
gregtech:ore_lithium_0:7, End Lithium Ore
gregtech:ore_lithium_0:8, Sand Lithium Ore
gregtech:ore_lithium_0:9, Sand Lithium Ore
gregtech:ore_lithium_0:10, Granite Lithium Ore
gregtech:ore_lithium_0:11, Granite Lithium Ore
gregtech:ore_lithium_0:12, Marble Lithium Ore
gregtech:ore_lithium_0:13, Basalt Lithium Ore
gregtech:ore_stibnite_0:0, Stibnite Ore
gregtech:ore_stibnite_0:1, Stibnite Ore
gregtech:ore_stibnite_0:2, Stibnite Ore
gregtech:ore_stibnite_0:3, Stibnite Ore
gregtech:ore_stibnite_0:4, Gravel Stibnite Ore
gregtech:ore_stibnite_0:5, Stibnite Ore
gregtech:ore_stibnite_0:6, Nether Stibnite Ore
gregtech:ore_stibnite_0:7, End Stibnite Ore
gregtech:ore_stibnite_0:8, Sand Stibnite Ore
gregtech:ore_stibnite_0:9, Sand Stibnite Ore
gregtech:ore_stibnite_0:10, Granite Stibnite Ore
gregtech:ore_stibnite_0:11, Granite Stibnite Ore
gregtech:ore_stibnite_0:12, Marble Stibnite Ore
gregtech:ore_stibnite_0:13, Basalt Stibnite Ore
gregtech:ore_palladium_0:0, Palladium Ore
gregtech:ore_palladium_0:1, Palladium Ore
gregtech:ore_palladium_0:2, Palladium Ore
gregtech:ore_palladium_0:3, Palladium Ore
gregtech:ore_palladium_0:4, Gravel Palladium Ore
gregtech:ore_palladium_0:5, Palladium Ore
gregtech:ore_palladium_0:6, Nether Palladium Ore
gregtech:ore_palladium_0:7, End Palladium Ore
gregtech:ore_palladium_0:8, Sand Palladium Ore
gregtech:ore_palladium_0:9, Sand Palladium Ore
gregtech:ore_palladium_0:10, Granite Palladium Ore
gregtech:ore_palladium_0:11, Granite Palladium Ore
gregtech:ore_palladium_0:12, Marble Palladium Ore
gregtech:ore_palladium_0:13, Basalt Palladium Ore
gregtech:ore_alunite_0:0, Alunite Ore
gregtech:ore_alunite_0:1, Alunite Ore
gregtech:ore_alunite_0:2, Alunite Ore
gregtech:ore_alunite_0:3, Alunite Ore
gregtech:ore_alunite_0:4, Gravel Alunite Ore
gregtech:ore_alunite_0:5, Alunite Ore
gregtech:ore_alunite_0:6, Nether Alunite Ore
gregtech:ore_alunite_0:7, End Alunite Ore
gregtech:ore_alunite_0:8, Sand Alunite Ore
gregtech:ore_alunite_0:9, Sand Alunite Ore
gregtech:ore_alunite_0:10, Granite Alunite Ore
gregtech:ore_alunite_0:11, Granite Alunite Ore
gregtech:ore_alunite_0:12, Marble Alunite Ore
gregtech:ore_alunite_0:13, Basalt Alunite Ore
gregtech:ore_chalcocite_0:0, Chalcocite Ore
gregtech:ore_chalcocite_0:1, Chalcocite Ore
gregtech:ore_chalcocite_0:2, Chalcocite Ore
gregtech:ore_chalcocite_0:3, Chalcocite Ore
gregtech:ore_chalcocite_0:4, Gravel Chalcocite Ore
gregtech:ore_chalcocite_0:5, Chalcocite Ore
gregtech:ore_chalcocite_0:6, Nether Chalcocite Ore
gregtech:ore_chalcocite_0:7, End Chalcocite Ore
gregtech:ore_chalcocite_0:8, Sand Chalcocite Ore
gregtech:ore_chalcocite_0:9, Sand Chalcocite Ore
gregtech:ore_chalcocite_0:10, Granite Chalcocite Ore
gregtech:ore_chalcocite_0:11, Granite Chalcocite Ore
gregtech:ore_chalcocite_0:12, Marble Chalcocite Ore
gregtech:ore_chalcocite_0:13, Basalt Chalcocite Ore
gregtech:ore_ilmenite_0:0, Ilmenite Ore
gregtech:ore_ilmenite_0:1, Ilmenite Ore
gregtech:ore_ilmenite_0:2, Ilmenite Ore
gregtech:ore_ilmenite_0:3, Ilmenite Ore
gregtech:ore_ilmenite_0:4, Gravel Ilmenite Ore
gregtech:ore_ilmenite_0:5, Ilmenite Ore
gregtech:ore_ilmenite_0:6, Nether Ilmenite Ore
gregtech:ore_ilmenite_0:7, End Ilmenite Ore
gregtech:ore_ilmenite_0:8, Sand Ilmenite Ore
gregtech:ore_ilmenite_0:9, Sand Ilmenite Ore
gregtech:ore_ilmenite_0:10, Granite Ilmenite Ore
gregtech:ore_ilmenite_0:11, Granite Ilmenite Ore
gregtech:ore_ilmenite_0:12, Marble Ilmenite Ore
gregtech:ore_ilmenite_0:13, Basalt Ilmenite Ore
gregtech:ore_basaltic_mineral_sand_0:0, Basaltic Mineral Sand Ore
gregtech:ore_basaltic_mineral_sand_0:1, Basaltic Mineral Sand Ore
gregtech:ore_basaltic_mineral_sand_0:2, Basaltic Mineral Sand Ore
gregtech:ore_basaltic_mineral_sand_0:3, Basaltic Mineral Sand Ore
gregtech:ore_basaltic_mineral_sand_0:4, Gravel Basaltic Mineral Sand Ore
gregtech:ore_basaltic_mineral_sand_0:5, Basaltic Mineral Sand Ore
gregtech:ore_basaltic_mineral_sand_0:6, Nether Basaltic Mineral Sand Ore
gregtech:ore_basaltic_mineral_sand_0:7, End Basaltic Mineral Sand Ore
gregtech:ore_basaltic_mineral_sand_0:8, Sand Basaltic Mineral Sand Ore
gregtech:ore_basaltic_mineral_sand_0:9, Sand Basaltic Mineral Sand Ore
gregtech:ore_basaltic_mineral_sand_0:10, Granite Basaltic Mineral Sand Ore
gregtech:ore_basaltic_mineral_sand_0:11, Granite Basaltic Mineral Sand Ore
gregtech:ore_basaltic_mineral_sand_0:12, Marble Basaltic Mineral Sand Ore
gregtech:ore_basaltic_mineral_sand_0:13, Basalt Basaltic Mineral Sand Ore
gregtech:ore_ardite_0:0, Ardite Ore
gregtech:ore_ardite_0:1, Ardite Ore
gregtech:ore_ardite_0:2, Ardite Ore
gregtech:ore_ardite_0:3, Ardite Ore
gregtech:ore_ardite_0:4, Gravel Ardite Ore
gregtech:ore_ardite_0:5, Ardite Ore
gregtech:ore_ardite_0:6, Nether Ardite Ore
gregtech:ore_ardite_0:7, End Ardite Ore
gregtech:ore_ardite_0:8, Sand Ardite Ore
gregtech:ore_ardite_0:9, Sand Ardite Ore
gregtech:ore_ardite_0:10, Granite Ardite Ore
gregtech:ore_ardite_0:11, Granite Ardite Ore
gregtech:ore_ardite_0:12, Marble Ardite Ore
gregtech:ore_ardite_0:13, Basalt Ardite Ore
gregtech:ore_sphalerite_0:0, Sphalerite Ore
gregtech:ore_sphalerite_0:1, Sphalerite Ore
gregtech:ore_sphalerite_0:2, Sphalerite Ore
gregtech:ore_sphalerite_0:3, Sphalerite Ore
gregtech:ore_sphalerite_0:4, Gravel Sphalerite Ore
gregtech:ore_sphalerite_0:5, Sphalerite Ore
gregtech:ore_sphalerite_0:6, Nether Sphalerite Ore
gregtech:ore_sphalerite_0:7, End Sphalerite Ore
gregtech:ore_sphalerite_0:8, Sand Sphalerite Ore
gregtech:ore_sphalerite_0:9, Sand Sphalerite Ore
gregtech:ore_sphalerite_0:10, Granite Sphalerite Ore
gregtech:ore_sphalerite_0:11, Granite Sphalerite Ore
gregtech:ore_sphalerite_0:12, Marble Sphalerite Ore
gregtech:ore_sphalerite_0:13, Basalt Sphalerite Ore
gregtech:ore_garnet_sand_0:0, Garnet Sand Ore
gregtech:ore_garnet_sand_0:1, Garnet Sand Ore
gregtech:ore_garnet_sand_0:2, Garnet Sand Ore
gregtech:ore_garnet_sand_0:3, Garnet Sand Ore
gregtech:ore_garnet_sand_0:4, Gravel Garnet Sand Ore
gregtech:ore_garnet_sand_0:5, Garnet Sand Ore
gregtech:ore_garnet_sand_0:6, Nether Garnet Sand Ore
gregtech:ore_garnet_sand_0:7, End Garnet Sand Ore
gregtech:ore_garnet_sand_0:8, Sand Garnet Sand Ore
gregtech:ore_garnet_sand_0:9, Sand Garnet Sand Ore
gregtech:ore_garnet_sand_0:10, Granite Garnet Sand Ore
gregtech:ore_garnet_sand_0:11, Granite Garnet Sand Ore
gregtech:ore_garnet_sand_0:12, Marble Garnet Sand Ore
gregtech:ore_garnet_sand_0:13, Basalt Garnet Sand Ore
gregtech:ore_cassiterite_sand_0:0, Cassiterite Sand Ore
gregtech:ore_cassiterite_sand_0:1, Cassiterite Sand Ore
gregtech:ore_cassiterite_sand_0:2, Cassiterite Sand Ore
gregtech:ore_cassiterite_sand_0:3, Cassiterite Sand Ore
gregtech:ore_cassiterite_sand_0:4, Gravel Cassiterite Sand Ore
gregtech:ore_cassiterite_sand_0:5, Cassiterite Sand Ore
gregtech:ore_cassiterite_sand_0:6, Nether Cassiterite Sand Ore
gregtech:ore_cassiterite_sand_0:7, End Cassiterite Sand Ore
gregtech:ore_cassiterite_sand_0:8, Sand Cassiterite Sand Ore
gregtech:ore_cassiterite_sand_0:9, Sand Cassiterite Sand Ore
gregtech:ore_cassiterite_sand_0:10, Granite Cassiterite Sand Ore
gregtech:ore_cassiterite_sand_0:11, Granite Cassiterite Sand Ore
gregtech:ore_cassiterite_sand_0:12, Marble Cassiterite Sand Ore
gregtech:ore_cassiterite_sand_0:13, Basalt Cassiterite Sand Ore
gregtech:ore_powellite_0:0, Powellite Ore
gregtech:ore_powellite_0:1, Powellite Ore
gregtech:ore_powellite_0:2, Powellite Ore
gregtech:ore_powellite_0:3, Powellite Ore
gregtech:ore_powellite_0:4, Gravel Powellite Ore
gregtech:ore_powellite_0:5, Powellite Ore
gregtech:ore_powellite_0:6, Nether Powellite Ore
gregtech:ore_powellite_0:7, End Powellite Ore
gregtech:ore_powellite_0:8, Sand Powellite Ore
gregtech:ore_powellite_0:9, Sand Powellite Ore
gregtech:ore_powellite_0:10, Granite Powellite Ore
gregtech:ore_powellite_0:11, Granite Powellite Ore
gregtech:ore_powellite_0:12, Marble Powellite Ore
gregtech:ore_powellite_0:13, Basalt Powellite Ore
gregtech:ore_pyrite_0:0, Pyrite Ore
gregtech:ore_pyrite_0:1, Pyrite Ore
gregtech:ore_pyrite_0:2, Pyrite Ore
gregtech:ore_pyrite_0:3, Pyrite Ore
gregtech:ore_pyrite_0:4, Gravel Pyrite Ore
gregtech:ore_pyrite_0:5, Pyrite Ore
gregtech:ore_pyrite_0:6, Nether Pyrite Ore
gregtech:ore_pyrite_0:7, End Pyrite Ore
gregtech:ore_pyrite_0:8, Sand Pyrite Ore
gregtech:ore_pyrite_0:9, Sand Pyrite Ore
gregtech:ore_pyrite_0:10, Granite Pyrite Ore
gregtech:ore_pyrite_0:11, Granite Pyrite Ore
gregtech:ore_pyrite_0:12, Marble Pyrite Ore
gregtech:ore_pyrite_0:13, Basalt Pyrite Ore
gregtech:ore_vermiculite_0:0, Vermiculite Ore
gregtech:ore_vermiculite_0:1, Vermiculite Ore
gregtech:ore_vermiculite_0:2, Vermiculite Ore
gregtech:ore_vermiculite_0:3, Vermiculite Ore
gregtech:ore_vermiculite_0:4, Gravel Vermiculite Ore
gregtech:ore_vermiculite_0:5, Vermiculite Ore
gregtech:ore_vermiculite_0:6, Nether Vermiculite Ore
gregtech:ore_vermiculite_0:7, End Vermiculite Ore
gregtech:ore_vermiculite_0:8, Sand Vermiculite Ore
gregtech:ore_vermiculite_0:9, Sand Vermiculite Ore
gregtech:ore_vermiculite_0:10, Granite Vermiculite Ore
gregtech:ore_vermiculite_0:11, Granite Vermiculite Ore
gregtech:ore_vermiculite_0:12, Marble Vermiculite Ore
gregtech:ore_vermiculite_0:13, Basalt Vermiculite Ore
gregtech:ore_apatite_0:0, Apatite Ore
gregtech:ore_apatite_0:1, Apatite Ore
gregtech:ore_apatite_0:2, Apatite Ore
gregtech:ore_apatite_0:3, Apatite Ore
gregtech:ore_apatite_0:4, Gravel Apatite Ore
gregtech:ore_apatite_0:5, Apatite Ore
gregtech:ore_apatite_0:6, Nether Apatite Ore
gregtech:ore_apatite_0:7, End Apatite Ore
gregtech:ore_apatite_0:8, Sand Apatite Ore
gregtech:ore_apatite_0:9, Sand Apatite Ore
gregtech:ore_apatite_0:10, Granite Apatite Ore
gregtech:ore_apatite_0:11, Granite Apatite Ore
gregtech:ore_apatite_0:12, Marble Apatite Ore
gregtech:ore_apatite_0:13, Basalt Apatite Ore
gregtech:ore_scheelite_0:0, Scheelite Ore
gregtech:ore_scheelite_0:1, Scheelite Ore
gregtech:ore_scheelite_0:2, Scheelite Ore
gregtech:ore_scheelite_0:3, Scheelite Ore
gregtech:ore_scheelite_0:4, Gravel Scheelite Ore
gregtech:ore_scheelite_0:5, Scheelite Ore
gregtech:ore_scheelite_0:6, Nether Scheelite Ore
gregtech:ore_scheelite_0:7, End Scheelite Ore
gregtech:ore_scheelite_0:8, Sand Scheelite Ore
gregtech:ore_scheelite_0:9, Sand Scheelite Ore
gregtech:ore_scheelite_0:10, Granite Scheelite Ore
gregtech:ore_scheelite_0:11, Granite Scheelite Ore
gregtech:ore_scheelite_0:12, Marble Scheelite Ore
gregtech:ore_scheelite_0:13, Basalt Scheelite Ore
gregtech:ore_nickel_0:0, Nickel Ore
gregtech:ore_nickel_0:1, Nickel Ore
gregtech:ore_nickel_0:2, Nickel Ore
gregtech:ore_nickel_0:3, Nickel Ore
gregtech:ore_nickel_0:4, Gravel Nickel Ore
gregtech:ore_nickel_0:5, Nickel Ore
gregtech:ore_nickel_0:6, Nether Nickel Ore
gregtech:ore_nickel_0:7, End Nickel Ore
gregtech:ore_nickel_0:8, Sand Nickel Ore
gregtech:ore_nickel_0:9, Sand Nickel Ore
gregtech:ore_nickel_0:10, Granite Nickel Ore
gregtech:ore_nickel_0:11, Granite Nickel Ore
gregtech:ore_nickel_0:12, Marble Nickel Ore
gregtech:ore_nickel_0:13, Basalt Nickel Ore
gregtech:ore_cosmic_neutronium_0:0, Cosmic Neutronium Ore
gregtech:ore_cosmic_neutronium_0:1, Cosmic Neutronium Ore
gregtech:ore_cosmic_neutronium_0:2, Cosmic Neutronium Ore
gregtech:ore_cosmic_neutronium_0:3, Cosmic Neutronium Ore
gregtech:ore_cosmic_neutronium_0:4, Gravel Cosmic Neutronium Ore
gregtech:ore_cosmic_neutronium_0:5, Cosmic Neutronium Ore
gregtech:ore_cosmic_neutronium_0:6, Nether Cosmic Neutronium Ore
gregtech:ore_cosmic_neutronium_0:7, End Cosmic Neutronium Ore
gregtech:ore_cosmic_neutronium_0:8, Sand Cosmic Neutronium Ore
gregtech:ore_cosmic_neutronium_0:9, Sand Cosmic Neutronium Ore
gregtech:ore_cosmic_neutronium_0:10, Granite Cosmic Neutronium Ore
gregtech:ore_cosmic_neutronium_0:11, Granite Cosmic Neutronium Ore
gregtech:ore_cosmic_neutronium_0:12, Marble Cosmic Neutronium Ore
gregtech:ore_cosmic_neutronium_0:13, Basalt Cosmic Neutronium Ore
gregtech:ore_cobalt_0:0, Cobalt Ore
gregtech:ore_cobalt_0:1, Cobalt Ore
gregtech:ore_cobalt_0:2, Cobalt Ore
gregtech:ore_cobalt_0:3, Cobalt Ore
gregtech:ore_cobalt_0:4, Gravel Cobalt Ore
gregtech:ore_cobalt_0:5, Cobalt Ore
gregtech:ore_cobalt_0:6, Nether Cobalt Ore
gregtech:ore_cobalt_0:7, End Cobalt Ore
gregtech:ore_cobalt_0:8, Sand Cobalt Ore
gregtech:ore_cobalt_0:9, Sand Cobalt Ore
gregtech:ore_cobalt_0:10, Granite Cobalt Ore
gregtech:ore_cobalt_0:11, Granite Cobalt Ore
gregtech:ore_cobalt_0:12, Marble Cobalt Ore
gregtech:ore_cobalt_0:13, Basalt Cobalt Ore
gregtech:ore_andradite_0:0, Andradite Ore
gregtech:ore_andradite_0:1, Andradite Ore
gregtech:ore_andradite_0:2, Andradite Ore
gregtech:ore_andradite_0:3, Andradite Ore
gregtech:ore_andradite_0:4, Gravel Andradite Ore
gregtech:ore_andradite_0:5, Andradite Ore
gregtech:ore_andradite_0:6, Nether Andradite Ore
gregtech:ore_andradite_0:7, End Andradite Ore
gregtech:ore_andradite_0:8, Sand Andradite Ore
gregtech:ore_andradite_0:9, Sand Andradite Ore
gregtech:ore_andradite_0:10, Granite Andradite Ore
gregtech:ore_andradite_0:11, Granite Andradite Ore
gregtech:ore_andradite_0:12, Marble Andradite Ore
gregtech:ore_andradite_0:13, Basalt Andradite Ore
gregtech:ore_garnierite_0:0, Garnierite Ore
gregtech:ore_garnierite_0:1, Garnierite Ore
gregtech:ore_garnierite_0:2, Garnierite Ore
gregtech:ore_garnierite_0:3, Garnierite Ore
